6	88335548	166497065	0.0949
18	0	9728456	0.0438
5	140989274	181538259	0.0364
5	90495441	181538259	0.0116
7	102114170	159345973	0.0202
8	47493183	145138636	0.0159
10	114113911	133797422	0.0297
11	0	45172228	0.0327
11	0	48414196	0.0248
11	73219637	135086622	0.02
12	0	133275309	0.0201
13	28534350	114364328	0.018
13	18051248	114364328	0.0089
16	49619482	90338345	0.0318
14	22823039	107043718	0.0271
14	90519124	107043718	0.0301
15	49505162	101991189	0.023
15	71750614	101991189	0.0246
15	19725254	101991189	0.0202
16	70727825	90338345	0.0249
18	56684335	80373285	0.0376
18	0	13907527	0.0506
21	38740395	46709983	0.0371
22	27390764	50818468	0.0348
22	44186940	50818468	0.0568
22	32763650	50818468	0.0231
1	0	17508246	0.0738
1	153329941	248956422	0.0267
1	0	119729854	0.0183
1	156913204	248956422	0.0271
19	0	24306883	0.0182
1	0	14279035	0.0266
2	148600244	242193529	0.0197
3	0	198295559	0.0102
3	0	151023790	0.0214
3	0	198295559	0.012
11	92823658	116829268	0.0505
8	0	15059416	0.0307
5	0	41070145	0.0198
6	148619464	170805979	0.0357
7	81682055	159345973	0.0415
8	0	145138636	0.0285
8	0	11452384	0.0242
10	93515215	133797422	0.0299
17	32917757	83257441	0.0366
10	0	8695601	0.0257
11	113075539	117002160	0.0767
11	120193272	135086622	0.0392
11	85074947	127848333	0.1004
16	46568907	54085980	0.0708
17	0	13404359	0.0413
14	18173523	107043718	0.0214
15	92855773	101991189	0.0739
15	19725254	101991189	0.0094
15	19725254	101991189	0.0208
16	80491472	88703906	0.1178
16	28590481	31512605	
16	0	4659635	0.0544
17	0	83257441	0.018
17	0	22683802	0.0462
19	0	9243785	0.0496
20	32093740	52602153	0.1903
20	34150529	64444167	0.0478
20	44706933	64444167	0.032
20	0	24842071	0.0455
20	0	22823271	0.0191
20	47733014	64444167	0.0501
21	12915808	46709983	0.036
21	12915808	46709983	0.0315
21	12915808	46709983	0.0189
21	12915808	46709983	0.0509
22	30440326	50818468	0.0325
22	15054318	29683224	0.0614
22	47484413	50818468	0.06
1	0	65175829	0.0162
8	0	42797716	0.0226
18	50640186	80373285	0.0294
2	0	24129528	0.0289
2	13054770	21304164	0.0774
3	0	198295559	0.0164
3	0	54557703	0.0178
4	111415642	190214555	0.0188
5	0	181538259	0.0136
15	57832418	101991189	0.0506
7	152545150	159345973	0.1004
11	81775702	135086622	0.0323
11	0	44896782	0.0263
11	82641365	117500848	0.1446
10	113567726	133797422	0.0292
11	0	24878082	0.0347
11	0	45526713	0.0184
11	77720184	135086622	0.0258
12	37605611	133275309	0.0209
12	0	27679129	0.0397
18	0	63087475	0.0842
13	29716810	114364328	0.013
14	18173523	107043718	0.0104
14	18173523	20816546	0.1336
15	29622621	101991189	0.022
15	19725254	101991189	0.0123
16	0	90338345	0.0121
18	0	13886729	0.0454
19	38007467	58617616	0.0441
21	20392881	46709983	0.0286
22	15054318	29314371	0.0517
1	0	93461140	0.0386
1	246231173	248956422	
4	0	190214555	0.0119
2	190768601	200682492	0.1019
1	180175953	248956422	0.0178
1	216482357	248956422	0.0297
2	235335632	242193529	0.076
18	0	14978678	0.0085
15	59386840	101991189	0.0506
3	193951733	198295559	0.0716
3	152537564	198295559	0.0228
3	0	8733609	0.0403
10	0	33903185	0.0369
4	132524194	135618041	0.1748
5	120044437	181538259	0.0142
6	142776356	170805979	0.0291
18	0	50526261	0.0619
11	0	17516992	0.0405
11	80386454	135086622	0.0301
11	0	41239483	0.0182
11	65727516	135086622	0.0336
12	0	133275309	0.017
12	0	133275309	0.0473
13	41230625	114364328	0.0197
13	48150184	50824330	0.1178
14	73368650	107043718	0.035
14	18173523	107043718	0.0131
15	19725254	101991189	0.0223
15	66668297	101991189	0.0456
16	57539454	90338345	0.037
16	0	28620264	0.0315
18	0	5128440	0.0567
20	32575763	47763321	0.0867
21	12915808	46709983	0.0207
21	12915808	46709983	0.0296
21	12915808	46709983	0.0259
22	48574333	50818468	0.0824
22	23865775	50818468	0.0228
1	0	88006877	0.0248
1	143652845	248956422	0.0135
3	94244796	198295559	0.0306
3	0	198295559	0.0298
3	118892039	198295559	0.0399
3	0	64795078	0.0209
4	0	13483396	0.033
4	55163106	190214555	0.025
4	187996177	190214555	0.0835
4	101355525	190214555	0.0176
9	91665538	98332264	0.1071
22	46899760	50818468	0.045
12	0	133275309	0.0151
13	50942169	114364328	0.0378
13	18051248	114364328	0.0147
13	49252372	51831115	0.1465
13	48679383	52692162	0.1783
21	19738313	46709983	0.0298
14	18173523	107043718	0.0122
15	96112868	101991189	0.0937
14	68653768	107043718	0.0249
14	23136764	107043718	0.0262
14	18173523	107043718	0.0153
15	60976083	101991189	0.0224
15	34801031	101991189	0.0187
18	0	80373285	0.0134
21	12915808	46709983	0.0324
